iter	RMSE
273	0.6097038397
274	0.6086079682
275	0.6076563576
276	0.6069861784
277	0.6064206054
278	0.605440977
279	0.6046038261
280	0.6035346882
281	0.6025066051
282	0.6015362357
283	0.6006578574
284	0.5995118529
285	0.5986467969
286	0.5976073975
287	0.5968452327
288	0.5962396568
289	0.5953636092
290	0.5945582757
291	0.5936189987
292	0.5925333153
293	0.5914915998
294	0.5907639027
295	0.5898254443
296	0.5887514814
297	0.5879601545
298	0.5871218221
299	0.5864596266
300	0.5855502072
301	0.5846831789
302	0.5840642298
303	0.583429824
304	0.5825706069
305	0.5815950517
306	0.5806695932
307	0.579744739
308	0.5787906689
309	0.5779315035
310	0.5770871184
311	0.5763241745
312	0.5754637663
313	0.5748430559
314	0.5740419949
315	0.5733873263
316	0.5727176899
317	0.5718449998
318	0.5711089782
319	0.570472264
320	0.5697003037
321	0.568893068
322	0.5678165278
323	0.5668141424
324	0.5659476054
325	0.5654179199
326	0.5646038974
327	0.5639804015
328	0.5634501629
329	0.5626539556
330	0.5620364208
331	0.5612492639
332	0.5606331549
333	0.5600432255
334	0.5593696722
335	0.558859726
336	0.558217759
337	0.5573219085
338	0.5564810036
339	0.5556594203
340	0.5550646429
341	0.554504266
342	0.5534936486
343	0.5528497194
344	0.5521340111
345	0.5513292327
346	0.5507510299
347	0.5501894084
348	0.5489748528
349	0.5482739391
350	0.5473969923
351	0.5468206567
352	0.5460162387
353	0.545477086
354	0.5448618663
355	0.5437009429
356	0.5430556229
357	0.5424121876
358	0.5413817929
359	0.5406889128
360	0.5397062966
361	0.539116624
362	0.538532722
363	0.5380120703
364	0.537414196
365	0.5366932613
366	0.5359203948
367	0.5350132149
368	0.5343632627
369	0.5335092922
370	0.5329957006
371	0.5323637877
372	0.5316221648
373	0.5309131164
374	0.5303023667
375	0.5298737408
376	0.5292479397
377	0.5285371919
378	0.5278424764
379	0.5272739791
380	0.5267187555
381	0.5261166208
382	0.525329651
383	0.5246329731
384	0.523899992
385	0.5232571706
386	0.5228110798
387	0.5224561037
388	0.5217669463
389	0.5212985921
390	0.5206460269
391	0.5201174012
392	0.519497291
393	0.5188808787
394	0.518201739
395	0.5175001576
396	0.5169397231
397	0.5164021573
398	0.5157095906
399	0.5149781199
400	0.5144107184
401	0.5136938917
402	0.512981696
403	0.5120843999
404	0.5114270855
405	0.5109399465
406	0.5102980181
407	0.5096323824
408	0.5090770307
409	0.5084883776
410	0.50797973
411	0.5074087246
412	0.5068250824
413	0.506175616
414	0.5056664923
415	0.5051639714
416	0.5044314075
417	0.5039909919
418	0.5033751631
419	0.5027091477
420	0.5019441181
421	0.5012563884
422	0.5004965748
423	0.500033284
424	0.4994232666
425	0.4988064487
426	0.4982123711
427	0.4976957797
428	0.4972566351
429	0.4965805029
430	0.4959379781
431	0.4952025737
432	0.4944841789
433	0.4936049715
434	0.4931170729
435	0.492636198
436	0.4921140088
437	0.4914561633
438	0.4908071104
439	0.490274137
440	0.4895742706
441	0.4891199299
442	0.48856041
443	0.488113857
444	0.4877123105
445	0.4870752824
446	0.4862841554
447	0.4859136867
448	0.4852678822
449	0.4847042279
450	0.4840868544
451	0.4835846256
452	0.4832073732
453	0.4826493045
454	0.4822105718
455	0.4818851921
456	0.4813964994
457	0.4809016052
458	0.4805190184
459	0.4796410075
460	0.4790134441
461	0.4782894753
462	0.4777299181
463	0.4771382929
464	0.4763825425
465	0.4757278336
466	0.4751412369
467	0.4745919164
468	0.4740147484
469	0.4736655039
470	0.4731336007
471	0.4726255389
472	0.4721737535
473	0.4715182763
474	0.4708851736
475	0.4702902348
476	0.4697637388
477	0.4691664345
478	0.4686241289
479	0.4679103135
480	0.4673549842
481	0.4669728883
482	0.4665151111
483	0.466148963
484	0.4656472971
485	0.4652138809
486	0.4647338236
487	0.4642139736
488	0.4637589444
489	0.4633858585
490	0.4629061687
491	0.4625361631
492	0.4620141337
493	0.4615673607
494	0.4610001414
495	0.4604798988
496	0.4596319728
497	0.459245787
498	0.4588278073
499	0.4583527438
500	0.4578653095
501	0.4572644026
502	0.456580655
503	0.4562936607
504	0.4559937032
505	0.4556819235
506	0.4551617588
507	0.4545779021
508	0.4540600913
509	0.453366078
510	0.4528550388
511	0.4523868499
512	0.4519981976
513	0.4515402119
514	0.4510216777
515	0.4504439585
516	0.4500413167
517	0.4496485549
518	0.4490128116
519	0.4486683743
520	0.44812444
521	0.4475145511
522	0.447028646
523	0.4461770678
524	0.445846524
525	0.4452962466
526	0.4447258362
527	0.444210263
528	0.4436567677
529	0.4431587849
530	0.4428021719
531	0.4422344059
532	0.441886666
533	0.4416122784
534	0.4410024715
535	0.440401058
536	0.4397418103
537	0.4393593933
538	0.4388909808
539	0.438416454
540	0.4379198304
541	0.4372434503
542	0.436765358
543	0.4362763307
544	0.4358428538
545	0.4353244662
546	0.4348227471
547	0.4345147849
548	0.4341027007
549	0.4337240495
550	0.4335099403
551	0.4330129905
552	0.4327983052
553	0.4323857312
554	0.4319704999
555	0.4314837653
556	0.4310571841
557	0.4302377886
558	0.429709762
559	0.4291719506
560	0.4283847752
561	0.42797093
562	0.4276989719
563	0.4273060595
564	0.4267707659
565	0.4262830512
566	0.4257836802
567	0.4249854884
568	0.4245734938
569	0.4242128379
570	0.4237042056
571	0.4233190804
572	0.4229065326
573	0.4224866845
574	0.4219878485
575	0.4214621537
576	0.4210480601
577	0.4206654493
578	0.4202917033
579	0.4198607785
580	0.4194573163
581	0.4189185147
582	0.418528775
583	0.41799704
584	0.4176352207
585	0.4172776498
586	0.416761837
587	0.4162707717
588	0.4158543414
589	0.4155256164
590	0.4151850462
591	0.4147640973
592	0.4143531857
593	0.4138053061
594	0.4132745487
595	0.4128410299
596	0.4125778547
597	0.412250173
598	0.4117684791
599	0.4111383437
600	0.4106104619
601	0.4101859758
602	0.4098396319
603	0.409355833
604	0.4089411008
605	0.4085552546
606	0.4081428743
607	0.4075711043
608	0.4072388078
609	0.4066445144
610	0.406174281
611	0.4057118634
612	0.4053974043
613	0.4050380274
614	0.4046778056
615	0.4044435532
616	0.404174889
617	0.4038117847
618	0.4033605502
619	0.4029545875
620	0.4025429459
621	0.4021785332
622	0.4018713139
623	0.4014306849
624	0.4009376335
625	0.4005190267
626	0.4001317062
627	0.3997859667
628	0.3993776393
629	0.3988942783
630	0.398470154
631	0.3981636061
632	0.3978334988
633	0.3974706005
634	0.3971174421
635	0.3966578331
636	0.396220535
637	0.3958778827
638	0.3955677077
639	0.395227027
640	0.3947985917
641	0.394327858
642	0.3938604637
643	0.3934905263
644	0.3932713959
645	0.3929403366
646	0.3928324315
647	0.3926140244
648	0.3922597856
649	0.391742767
650	0.3913489357
651	0.390890303
652	0.3905962719
653	0.390219097
654	0.3896717505
655	0.3892922041
656	0.3888576745
657	0.3885288898
658	0.388198064
659	0.3879203729
660	0.387633638
661	0.3872215758
662	0.3869435966
663	0.3863825212
664	0.3859073782
665	0.3855349653
666	0.3851632726
667	0.3848059583
668	0.3842647914
669	0.3839724626
670	0.3834486544
671	0.3830272118
672	0.3826837299
673	0.3824215943
674	0.382123771
675	0.3818455093
676	0.381418213
677	0.381037574
678	0.3806388582
679	0.3802371567
680	0.379940105
681	0.3794273754
682	0.3791732426
683	0.3788682679
684	0.3784596186
685	0.378112597
686	0.3779105078
687	0.3775480079
688	0.3770805438
689	0.3765953
690	0.376334849
691	0.3758549901
692	0.3755498403
693	0.3752653807
694	0.3749155842
695	0.3744896356
696	0.3742226257
697	0.373933527
698	0.3735959235
699	0.3733320405
700	0.3729559396
701	0.3727543334
702	0.372254393
703	0.3719334519
704	0.3715512061
705	0.3711031896
706	0.3706108402
707	0.3702902594
708	0.3697013488
709	0.3692614263
710	0.3689460599
711	0.368676419
712	0.3683486777
713	0.3680274989
714	0.3677325206
715	0.3674909807
716	0.3671949301
717	0.3669174657
718	0.3665063511
719	0.3660098164
720	0.3656146453
721	0.3652921388
722	0.3649114405
723	0.3644921779
724	0.3641551368
725	0.3637847929
726	0.3635677584
727	0.3631699989
728	0.3628696472
729	0.3625287144
730	0.3622140665
731	0.3618697375
732	0.3615170881
733	0.3611982735
734	0.3607926007
735	0.3604974011
736	0.3602182848
737	0.3598828761
738	0.3595353286
739	0.3592212502
740	0.3590145885
741	0.3586930563
742	0.3584025336
743	0.3582588988
744	0.3579064507
745	0.3575392192
746	0.3572715745
747	0.3569626091
748	0.3566014967
749	0.3563001674
750	0.3557878124
751	0.3555982601
752	0.3552608477
753	0.3548674407
754	0.3546059602
755	0.3543059491
756	0.3540333117
757	0.3537334606
758	0.3535203691
759	0.3532143731
760	0.3528864229
761	0.3526178935
762	0.3521395949
763	0.3518684979
764	0.3516435728
765	0.3514398237
766	0.3512388563
767	0.3508609181
768	0.3505056072
769	0.3500513961
770	0.3496711883
771	0.3493835084
772	0.3490728071
773	0.3487435363
774	0.3483711673
775	0.3480283422
776	0.3477573717
777	0.3473787633
778	0.3469955341
779	0.3466631933
780	0.346363042
781	0.3460493979
782	0.3457226744
783	0.3451076366
784	0.3447562401
785	0.3445273787
786	0.3442558815
787	0.3439761014
788	0.3437552478
789	0.3433390549
790	0.3430268187
791	0.3427122116
792	0.3424009311
793	0.3420096521
794	0.3416101686
795	0.3412440776
796	0.3409264136
797	0.3405995116
798	0.340352161
799	0.3397204456
800	0.3392628395
801	0.339062792
802	0.338721789
803	0.3384769617
804	0.3382068095
805	0.3379804788
806	0.3377790507
807	0.3375279305
808	0.3371700494
809	0.3369162686
810	0.3365568628
811	0.3362364269
812	0.3360059558
813	0.3357007728
814	0.3354657359
815	0.3352915519
816	0.3350242516
817	0.334776337
818	0.3344530322
819	0.3341384578
820	0.3338354202
821	0.3335494718
822	0.3332098116
823	0.3329096525
824	0.3326081117
825	0.3323095966
826	0.3320592048
827	0.3318769175
828	0.3315187782
829	0.3312832795
830	0.330999836
831	0.3307260333
832	0.3303484044
833	0.3300782489
834	0.3298117477
835	0.3295309613
836	0.3292232566
837	0.3290271189
838	0.3285900569
839	0.3282773444
840	0.3280184674
841	0.3277780533
842	0.327540667
843	0.3273178811
844	0.3270405724
845	0.3266559397
846	0.3264057353
847	0.3261661422
848	0.3259702428
849	0.3256361324
850	0.3253771927
851	0.3251085444
852	0.3249010075
853	0.324709431
854	0.3245140051
855	0.3243700582
856	0.32404517
857	0.323824589
858	0.3236005185
859	0.323327961
860	0.3230651655
861	0.3227425448
862	0.3224638191
863	0.3222391476
864	0.3216511528
865	0.3214942606
866	0.3212791741
867	0.3211227047
868	0.3208305414
869	0.3205445196
870	0.3202176954
871	0.3199740806
872	0.3197315375
873	0.319443417
874	0.3192468041
875	0.3190517944
876	0.3187564943
877	0.3184678686
878	0.3182455839
879	0.3178970805
880	0.317650765
881	0.3174256436
882	0.3172516514
883	0.3170717398
884	0.3168437492
885	0.3164983482
886	0.3162882946
887	0.3160580078
888	0.3158181497
889	0.3156426306
890	0.3154048525
891	0.3151164599
892	0.3148666164
893	0.3146658632
894	0.3143977446
895	0.3138776999
896	0.3135622882
897	0.3132617087
898	0.3130563623
899	0.3128573746
900	0.3126161023
901	0.3123798124
902	0.3121710185
903	0.3119937073
904	0.3117200777
905	0.3114118774
906	0.311164791
907	0.3109770876
908	0.3107955639
909	0.3105092708
910	0.3100678122
911	0.3098008368
912	0.3094914707
913	0.3093440642
914	0.309171965
915	0.3089497077
916	0.3087054997
917	0.3084752197
918	0.3082800117
919	0.308114894
920	0.3077862828
921	0.307595045
922	0.3074297416
923	0.3072016791
924	0.3068679403
925	0.3066091768
926	0.306291445
927	0.3060376594
928	0.3058438527
929	0.3056088189
930	0.3053957918
931	0.3050283424
932	0.304850983
933	0.3046593474
934	0.3045087397
935	0.3043411021
936	0.3039760661
937	0.3037404187
938	0.3035379627
939	0.303307353
940	0.3031000342
941	0.3028806264
942	0.3024404295
943	0.3022050405
944	0.3019802016
945	0.301718318
946	0.3013253388
947	0.3010753303
948	0.3008578966
949	0.3006999607
950	0.3005785483
951	0.3003720983
952	0.3000214641
953	0.2997988536
954	0.2995939644
955	0.2994199399
956	0.2991399719
957	0.2990174899
958	0.2987847198
959	0.2987030052
960	0.2985159877
961	0.2983039786
962	0.2981066692
963	0.2979350558
964	0.2977436438
965	0.2975560491
966	0.2973811801
967	0.297214772
968	0.2969742896
969	0.2967445768
970	0.2965362156
971	0.2962488857
972	0.2959873045
973	0.2958065953
974	0.2956180362
975	0.2953141722
976	0.2951427248
977	0.2949256462
978	0.2947337997
979	0.2945390144
980	0.2943307918
981	0.2941461072
982	0.2939976783
983	0.2937738877
984	0.2935456044
985	0.2934471238
986	0.2930778433
987	0.2927594677
988	0.2926109827
989	0.2924115656
990	0.2922158489
991	0.2920507938
992	0.2918185464
993	0.2916212606
994	0.291451469
995	0.2913049554
996	0.2911103684
997	0.2909204828
998	0.2907868466
999	0.2905460293
